year,fuel,energy_[pj],category,state
1976,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1977,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1978,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1979,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1980,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1981,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1982,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1983,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1984,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1985,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1986,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1987,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1988,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1989,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1990,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1991,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1992,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1993,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1994,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1995,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1996,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1997,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1998,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1999,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2000,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2001,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2002,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2003,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2004,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2005,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2006,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2007,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2008,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2009,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2010,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2011,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2012,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2013,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2014,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2015,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2016,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2017,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2018,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2019,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2020,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2021,petroleum_products_a [pj],,consumption_of_fuels,Queensland
2022,petroleum_products_a [pj],,consumption_of_fuels,Queensland
,petroleum_products_a [pj],,consumption_of_fuels,Queensland
,petroleum_products_a [pj],,consumption_of_fuels,Queensland
,petroleum_products_a [pj],,consumption_of_fuels,Queensland
,petroleum_products_a [pj],,consumption_of_fuels,Queensland
,petroleum_products_a [pj],,consumption_of_fuels,Queensland
,petroleum_products_a [pj],,consumption_of_fuels,Queensland
,petroleum_products_a [pj],,consumption_of_fuels,Queensland
,petroleum_products_a [pj],,consumption_of_fuels,Queensland
1960,town_gas [pj],,production_of_derived_fuels,Queensland
1961,town_gas [pj],,production_of_derived_fuels,Queensland
1962,town_gas [pj],,production_of_derived_fuels,Queensland
1963,town_gas [pj],1.8,production_of_derived_fuels,Queensland
1964,town_gas [pj],1.8,production_of_derived_fuels,Queensland
1965,town_gas [pj],1.8,production_of_derived_fuels,Queensland
1966,town_gas [pj],1.8,production_of_derived_fuels,Queensland
1967,town_gas [pj],1.8,production_of_derived_fuels,Queensland
1968,town_gas [pj],1.8,production_of_derived_fuels,Queensland
1969,town_gas [pj],,production_of_derived_fuels,Queensland
1970,town_gas [pj],,production_of_derived_fuels,Queensland
1971,town_gas [pj],,production_of_derived_fuels,Queensland
1972,town_gas [pj],,production_of_derived_fuels,Queensland
1973,town_gas [pj],1.3,production_of_derived_fuels,Queensland
1974,town_gas [pj],1.3,production_of_derived_fuels,Queensland
1975,town_gas [pj],1.3,production_of_derived_fuels,Queensland
1976,town_gas [pj],1.3,production_of_derived_fuels,Queensland
1977,town_gas [pj],1.3,production_of_derived_fuels,Queensland
1978,town_gas [pj],1.3,production_of_derived_fuels,Queensland
1979,town_gas [pj],1.3,production_of_derived_fuels,Queensland
1980,town_gas [pj],1.3,production_of_derived_fuels,Queensland
1981,town_gas [pj],1.3,production_of_derived_fuels,Queensland
1982,town_gas [pj],1.3,production_of_derived_fuels,Queensland
1983,town_gas [pj],1.2,production_of_derived_fuels,Queensland
1984,town_gas [pj],1.2,production_of_derived_fuels,Queensland
1985,town_gas [pj],1.2,production_of_derived_fuels,Queensland
1986,town_gas [pj],1.2,production_of_derived_fuels,Queensland
1987,town_gas [pj],1.4,production_of_derived_fuels,Queensland
1988,town_gas [pj],1.4,production_of_derived_fuels,Queensland
1989,town_gas [pj],1.4,production_of_derived_fuels,Queensland
1990,town_gas [pj],1.4,production_of_derived_fuels,Queensland
1991,town_gas [pj],1.4,production_of_derived_fuels,Queensland
1992,town_gas [pj],1.4,production_of_derived_fuels,Queensland
1993,town_gas [pj],1.4,production_of_derived_fuels,Queensland
1994,town_gas [pj],1.3,production_of_derived_fuels,Queensland
1995,town_gas [pj],0.5,production_of_derived_fuels,Queensland
1996,town_gas [pj],,production_of_derived_fuels,Queensland
1997,town_gas [pj],,production_of_derived_fuels,Queensland
1998,town_gas [pj],,production_of_derived_fuels,Queensland
1999,town_gas [pj],,production_of_derived_fuels,Queensland
2000,town_gas [pj],,production_of_derived_fuels,Queensland
2001,town_gas [pj],,production_of_derived_fuels,Queensland
2002,town_gas [pj],,production_of_derived_fuels,Queensland
2003,town_gas [pj],,production_of_derived_fuels,Queensland
2004,town_gas [pj],,production_of_derived_fuels,Queensland
2005,town_gas [pj],,production_of_derived_fuels,Queensland
2006,town_gas [pj],,production_of_derived_fuels,Queensland
2007,town_gas [pj],,production_of_derived_fuels,Queensland
2008,town_gas [pj],,production_of_derived_fuels,Queensland
2009,town_gas [pj],,production_of_derived_fuels,Queensland
2010,town_gas [pj],,production_of_derived_fuels,Queensland
2011,town_gas [pj],,production_of_derived_fuels,Queensland
2012,town_gas [pj],,production_of_derived_fuels,Queensland
2013,town_gas [pj],,production_of_derived_fuels,Queensland
2014,town_gas [pj],,production_of_derived_fuels,Queensland
2015,town_gas [pj],,production_of_derived_fuels,Queensland
2016,town_gas [pj],,production_of_derived_fuels,Queensland
2017,town_gas [pj],,production_of_derived_fuels,Queensland
2018,town_gas [pj],,production_of_derived_fuels,Queensland
2019,town_gas [pj],,production_of_derived_fuels,Queensland
2020,town_gas [pj],,production_of_derived_fuels,Queensland
2021,town_gas [pj],,production_of_derived_fuels,Queensland
2022,town_gas [pj],,production_of_derived_fuels,Queensland
,town_gas [pj],,production_of_derived_fuels,Queensland
,town_gas [pj],,production_of_derived_fuels,Queensland
,town_gas [pj],,production_of_derived_fuels,Queensland
,town_gas [pj],,production_of_derived_fuels,Queensland
,town_gas [pj],,production_of_derived_fuels,Queensland
,town_gas [pj],,production_of_derived_fuels,Queensland
,town_gas [pj],,production_of_derived_fuels,Queensland
,town_gas [pj],,production_of_derived_fuels,Queensland
1960,thermal_electricity [pj],8.7,consumption_of_fuels,Queensland
1961,thermal_electricity [pj],9.3,consumption_of_fuels,Queensland
1962,thermal_electricity [pj],10.0,consumption_of_fuels,Queensland
1963,thermal_electricity [pj],10.9,consumption_of_fuels,Queensland
1964,thermal_electricity [pj],11.6,consumption_of_fuels,Queensland
1965,thermal_electricity [pj],13.2,consumption_of_fuels,Queensland
1966,thermal_electricity [pj],15.1,consumption_of_fuels,Queensland
1967,thermal_electricity [pj],16.3,consumption_of_fuels,Queensland
1968,thermal_electricity [pj],18.6,consumption_of_fuels,Queensland
1969,thermal_electricity [pj],20.0,consumption_of_fuels,Queensland
1970,thermal_electricity [pj],21.9,consumption_of_fuels,Queensland
1971,thermal_electricity [pj],22.9,consumption_of_fuels,Queensland
1972,thermal_electricity [pj],26.3,consumption_of_fuels,Queensland
1973,thermal_electricity [pj],28.8,consumption_of_fuels,Queensland
1974,thermal_electricity [pj],31.8,consumption_of_fuels,Queensland
1975,thermal_electricity [pj],32.7,consumption_of_fuels,Queensland
1976,thermal_electricity [pj],35.6,consumption_of_fuels,Queensland
1977,thermal_electricity [pj],38.9,consumption_of_fuels,Queensland
1978,thermal_electricity [pj],40.6,consumption_of_fuels,Queensland
1979,thermal_electricity [pj],43.5,consumption_of_fuels,Queensland
1980,thermal_electricity [pj],46.4,consumption_of_fuels,Queensland
1981,thermal_electricity [pj],50.6,consumption_of_fuels,Queensland
1982,thermal_electricity [pj],57.1,consumption_of_fuels,Queensland
1983,thermal_electricity [pj],65.7,consumption_of_fuels,Queensland
1984,thermal_electricity [pj],72.7,consumption_of_fuels,Queensland
1985,thermal_electricity [pj],75.4,consumption_of_fuels,Queensland
1986,thermal_electricity [pj],81.2,consumption_of_fuels,Queensland
1987,thermal_electricity [pj],85.4,consumption_of_fuels,Queensland
1988,thermal_electricity [pj],90.0,consumption_of_fuels,Queensland
1989,thermal_electricity [pj],96.2,consumption_of_fuels,Queensland
1990,thermal_electricity [pj],99.5,consumption_of_fuels,Queensland
1991,thermal_electricity [pj],105.5,consumption_of_fuels,Queensland
1992,thermal_electricity [pj],109.9,consumption_of_fuels,Queensland
1993,thermal_electricity [pj],114.1,consumption_of_fuels,Queensland
1994,thermal_electricity [pj],120.9,consumption_of_fuels,Queensland
1995,thermal_electricity [pj],124.7,consumption_of_fuels,Queensland
1996,thermal_electricity [pj],129.7,consumption_of_fuels,Queensland
1997,thermal_electricity [pj],148.7,consumption_of_fuels,Queensland
1998,thermal_electricity [pj],154.4,consumption_of_fuels,Queensland
1999,thermal_electricity [pj],163.5,consumption_of_fuels,Queensland
2000,thermal_electricity [pj],177.4,consumption_of_fuels,Queensland
2001,thermal_electricity [pj],187.4,consumption_of_fuels,Queensland
2002,thermal_electricity [pj],196.349,consumption_of_fuels,Queensland
2003,thermal_electricity [pj],210.728,consumption_of_fuels,Queensland
2004,thermal_electricity [pj],212.769,consumption_of_fuels,Queensland
2005,thermal_electricity [pj],216.998,consumption_of_fuels,Queensland
2006,thermal_electricity [pj],233.67,consumption_of_fuels,Queensland
2007,thermal_electricity [pj],224.101,consumption_of_fuels,Queensland
2008,thermal_electricity [pj],227.272,consumption_of_fuels,Queensland
2009,thermal_electricity [pj],232.844,consumption_of_fuels,Queensland
2010,thermal_electricity [pj],226.054,consumption_of_fuels,Queensland
2011,thermal_electricity [pj],223.802,consumption_of_fuels,Queensland
2012,thermal_electricity [pj],218.38,consumption_of_fuels,Queensland
2013,thermal_electricity [pj],209.377,consumption_of_fuels,Queensland
2014,thermal_electricity [pj],236.307,consumption_of_fuels,Queensland
2015,thermal_electricity [pj],233.293,consumption_of_fuels,Queensland
2016,thermal_electricity [pj],237.259,consumption_of_fuels,Queensland
2017,thermal_electricity [pj],241.588,consumption_of_fuels,Queensland
2018,thermal_electricity [pj],231.797,consumption_of_fuels,Queensland
2019,thermal_electricity [pj],223.149,consumption_of_fuels,Queensland
2020,thermal_electricity [pj],211.977,consumption_of_fuels,Queensland
2021,thermal_electricity [pj],202.602,consumption_of_fuels,Queensland
2022,thermal_electricity [pj],197.099,consumption_of_fuels,Queensland
,thermal_electricity [pj],,consumption_of_fuels,Queensland
,thermal_electricity [pj],,consumption_of_fuels,Queensland
,thermal_electricity [pj],,consumption_of_fuels,Queensland
,thermal_electricity [pj],,consumption_of_fuels,Queensland
,thermal_electricity [pj],,consumption_of_fuels,Queensland
,thermal_electricity [pj],,consumption_of_fuels,Queensland
,thermal_electricity [pj],,consumption_of_fuels,Queensland
,thermal_electricity [pj],,consumption_of_fuels,Queensland
1960,total_energy_consumption [pj],159.4,total,Queensland
1961,total_energy_consumption [pj],162.7,total,Queensland
1962,total_energy_consumption [pj],177.2,total,Queensland
1963,total_energy_consumption [pj],185.5,total,Queensland
1964,total_energy_consumption [pj],197.9,total,Queensland
1965,total_energy_consumption [pj],218.4,total,Queensland
1966,total_energy_consumption [pj],237.8,total,Queensland
1967,total_energy_consumption [pj],249.0,total,Queensland
1968,total_energy_consumption [pj],268.8,total,Queensland
1969,total_energy_consumption [pj],285.3,total,Queensland
1970,total_energy_consumption [pj],292.8,total,Queensland
1971,total_energy_consumption [pj],320.2,total,Queensland
1972,total_energy_consumption [pj],337.9,total,Queensland
1973,total_energy_consumption [pj],371.3,total,Queensland
1974,total_energy_consumption [pj],392.6,total,Queensland
1975,total_energy_consumption [pj],410.0,total,Queensland
1976,total_energy_consumption [pj],441.8,total,Queensland
1977,total_energy_consumption [pj],461.2,total,Queensland
1978,total_energy_consumption [pj],463.2,total,Queensland
1979,total_energy_consumption [pj],480.2,total,Queensland
1980,total_energy_consumption [pj],502.9,total,Queensland
1981,total_energy_consumption [pj],537.2,total,Queensland
1982,total_energy_consumption [pj],541.5,total,Queensland
1983,total_energy_consumption [pj],571.6,total,Queensland
1984,total_energy_consumption [pj],600.3,total,Queensland
1985,total_energy_consumption [pj],604.8,total,Queensland
1986,total_energy_consumption [pj],620.0,total,Queensland
1987,total_energy_consumption [pj],642.4,total,Queensland
1988,total_energy_consumption [pj],678.3,total,Queensland
1989,total_energy_consumption [pj],691.8,total,Queensland
1990,total_energy_consumption [pj],702.0,total,Queensland
1991,total_energy_consumption [pj],715.0,total,Queensland
1992,total_energy_consumption [pj],758.5,total,Queensland
1993,total_energy_consumption [pj],793.2,total,Queensland
1994,total_energy_consumption [pj],847.3,total,Queensland
1995,total_energy_consumption [pj],882.7,total,Queensland
1996,total_energy_consumption [pj],914.1,total,Queensland
1997,total_energy_consumption [pj],968.5,total,Queensland
1998,total_energy_consumption [pj],983.8,total,Queensland
1999,total_energy_consumption [pj],1009.7,total,Queensland
2000,total_energy_consumption [pj],1020.0,total,Queensland
2001,total_energy_consumption [pj],1057.8,total,Queensland
2002,total_energy_consumption [pj],1064.037,total,Queensland
2003,total_energy_consumption [pj],1081.105,total,Queensland
2004,total_energy_consumption [pj],1225.086,total,Queensland
2005,total_energy_consumption [pj],1279.525,total,Queensland
2006,total_energy_consumption [pj],1328.997,total,Queensland
2007,total_energy_consumption [pj],1289.546,total,Queensland
2008,total_energy_consumption [pj],1345.729,total,Queensland
2009,total_energy_consumption [pj],1294.384,total,Queensland
2010,total_energy_consumption [pj],1249.598,total,Queensland
2011,total_energy_consumption [pj],1314.818,total,Queensland
2012,total_energy_consumption [pj],1334.792,total,Queensland
2013,total_energy_consumption [pj],1338.862,total,Queensland
2014,total_energy_consumption [pj],1436.133,total,Queensland
2015,total_energy_consumption [pj],1464.555,total,Queensland
2016,total_energy_consumption [pj],1531.887,total,Queensland
2017,total_energy_consumption [pj],1548.429,total,Queensland
2018,total_energy_consumption [pj],1529.509,total,Queensland
2019,total_energy_consumption [pj],1486.306,total,Queensland
2020,total_energy_consumption [pj],1442.618,total,Queensland
2021,total_energy_consumption [pj],1428.315,total,Queensland
2022,total_energy_consumption [pj],1441.742,total,Queensland
,total_energy_consumption [pj],,total,Queensland
,total_energy_consumption [pj],,total,Queensland
,total_energy_consumption [pj],,total,Queensland
,total_energy_consumption [pj],,total,Queensland
,total_energy_consumption [pj],,total,Queensland
,total_energy_consumption [pj],,total,Queensland
,total_energy_consumption [pj],,total,Queensland
,total_energy_consumption [pj],,total,Queensland
1960,black_coal [pj],31.7,consumption_of_fuels,South Australia
1961,black_coal [pj],31.5,consumption_of_fuels,South Australia
1962,black_coal [pj],33.0,consumption_of_fuels,South Australia
1963,black_coal [pj],34.4,consumption_of_fuels,South Australia
1964,black_coal [pj],37.8,consumption_of_fuels,South Australia
1965,black_coal [pj],37.0,consumption_of_fuels,South Australia
1966,black_coal [pj],37.4,consumption_of_fuels,South Australia
1967,black_coal [pj],34.9,consumption_of_fuels,South Australia
1968,black_coal [pj],50.9,consumption_of_fuels,South Australia
1969,black_coal [pj],64.8,consumption_of_fuels,South Australia
1970,black_coal [pj],56.8,consumption_of_fuels,South Australia
1971,black_coal [pj],46.8,consumption_of_fuels,South Australia
1972,black_coal [pj],54.4,consumption_of_fuels,South Australia
1973,black_coal [pj],55.2,consumption_of_fuels,South Australia
1974,black_coal [pj],59.1,consumption_of_fuels,South Australia
1975,black_coal [pj],57.9,consumption_of_fuels,South Australia
1976,black_coal [pj],57.5,consumption_of_fuels,South Australia
1977,black_coal [pj],47.8,consumption_of_fuels,South Australia
1978,black_coal [pj],54.0,consumption_of_fuels,South Australia
1979,black_coal [pj],53.1,consumption_of_fuels,South Australia
1980,black_coal [pj],59.4,consumption_of_fuels,South Australia
1981,black_coal [pj],49.1,consumption_of_fuels,South Australia
1982,black_coal [pj],42.1,consumption_of_fuels,South Australia
1983,black_coal [pj],48.4,consumption_of_fuels,South Australia
1984,black_coal [pj],54.8,consumption_of_fuels,South Australia
1985,black_coal [pj],66.4,consumption_of_fuels,South Australia
1986,black_coal [pj],67.5,consumption_of_fuels,South Australia
1987,black_coal [pj],73.5,consumption_of_fuels,South Australia
1988,black_coal [pj],73.7,consumption_of_fuels,South Australia
1989,black_coal [pj],76.5,consumption_of_fuels,South Australia
1990,black_coal [pj],68.5,consumption_of_fuels,South Australia
1991,black_coal [pj],70.4,consumption_of_fuels,South Australia
1992,black_coal [pj],68.9,consumption_of_fuels,South Australia
1993,black_coal [pj],65.7,consumption_of_fuels,South Australia
1994,black_coal [pj],65.7,consumption_of_fuels,South Australia
1995,black_coal [pj],64.4,consumption_of_fuels,South Australia
1996,black_coal [pj],67.1,consumption_of_fuels,South Australia
1997,black_coal [pj],68.8,consumption_of_fuels,South Australia
1998,black_coal [pj],69.5,consumption_of_fuels,South Australia
1999,black_coal [pj],69.0,consumption_of_fuels,South Australia
2000,black_coal [pj],74.3,consumption_of_fuels,South Australia
2001,black_coal [pj],74.7,consumption_of_fuels,South Australia
2002,black_coal [pj],,consumption_of_fuels,South Australia
2003,black_coal [pj],,consumption_of_fuels,South Australia
2004,black_coal [pj],,consumption_of_fuels,South Australia
2005,black_coal [pj],,consumption_of_fuels,South Australia
2006,black_coal [pj],,consumption_of_fuels,South Australia
2007,black_coal [pj],,consumption_of_fuels,South Australia
2008,black_coal [pj],,consumption_of_fuels,South Australia
2009,black_coal [pj],,consumption_of_fuels,South Australia
2010,black_coal [pj],,consumption_of_fuels,South Australia
2011,black_coal [pj],,consumption_of_fuels,South Australia
2012,black_coal [pj],,consumption_of_fuels,South Australia
2013,black_coal [pj],,consumption_of_fuels,South Australia
2014,black_coal [pj],,consumption_of_fuels,South Australia
2015,black_coal [pj],,consumption_of_fuels,South Australia
2016,black_coal [pj],,consumption_of_fuels,South Australia
2017,black_coal [pj],,consumption_of_fuels,South Australia
2018,black_coal [pj],,consumption_of_fuels,South Australia
2019,black_coal [pj],,consumption_of_fuels,South Australia
2020,black_coal [pj],,consumption_of_fuels,South Australia
2021,black_coal [pj],,consumption_of_fuels,South Australia
2022,black_coal [pj],,consumption_of_fuels,South Australia
,black_coal [pj],,consumption_of_fuels,South Australia
,black_coal [pj],,consumption_of_fuels,South Australia
,black_coal [pj],,consumption_of_fuels,South Australia
,black_coal [pj],,consumption_of_fuels,South Australia
,black_coal [pj],,consumption_of_fuels,South Australia
,black_coal [pj],,consumption_of_fuels,South Australia
,black_coal [pj],,consumption_of_fuels,South Australia
,black_coal [pj],,consumption_of_fuels,South Australia
,black_coal [pj],,consumption_of_fuels,South Australia
1960,brown_coal [pj],,consumption_of_fuels,South Australia
1961,brown_coal [pj],,consumption_of_fuels,South Australia
1962,brown_coal [pj],,consumption_of_fuels,South Australia
1963,brown_coal [pj],,consumption_of_fuels,South Australia
1964,brown_coal [pj],,consumption_of_fuels,South Australia
1965,brown_coal [pj],,consumption_of_fuels,South Australia
1966,brown_coal [pj],,consumption_of_fuels,South Australia
1967,brown_coal [pj],,consumption_of_fuels,South Australia
1968,brown_coal [pj],,consumption_of_fuels,South Australia
1969,brown_coal [pj],,consumption_of_fuels,South Australia
1970,brown_coal [pj],,consumption_of_fuels,South Australia
1971,brown_coal [pj],,consumption_of_fuels,South Australia
1972,brown_coal [pj],,consumption_of_fuels,South Australia
1973,brown_coal [pj],,consumption_of_fuels,South Australia
1974,brown_coal [pj],,consumption_of_fuels,South Australia
1975,brown_coal [pj],,consumption_of_fuels,South Australia
1976,brown_coal [pj],,consumption_of_fuels,South Australia
1977,brown_coal [pj],,consumption_of_fuels,South Australia
1978,brown_coal [pj],,consumption_of_fuels,South Australia
1979,brown_coal [pj],,consumption_of_fuels,South Australia
1980,brown_coal [pj],,consumption_of_fuels,South Australia
1981,brown_coal [pj],,consumption_of_fuels,South Australia
1982,brown_coal [pj],,consumption_of_fuels,South Australia
1983,brown_coal [pj],,consumption_of_fuels,South Australia
1984,brown_coal [pj],,consumption_of_fuels,South Australia
1985,brown_coal [pj],,consumption_of_fuels,South Australia
1986,brown_coal [pj],,consumption_of_fuels,South Australia
1987,brown_coal [pj],,consumption_of_fuels,South Australia
1988,brown_coal [pj],,consumption_of_fuels,South Australia
1989,brown_coal [pj],,consumption_of_fuels,South Australia
1990,brown_coal [pj],,consumption_of_fuels,South Australia
1991,brown_coal [pj],,consumption_of_fuels,South Australia
1992,brown_coal [pj],,consumption_of_fuels,South Australia
1993,brown_coal [pj],,consumption_of_fuels,South Australia
1994,brown_coal [pj],,consumption_of_fuels,South Australia
1995,brown_coal [pj],,consumption_of_fuels,South Australia
1996,brown_coal [pj],,consumption_of_fuels,South Australia
1997,brown_coal [pj],,consumption_of_fuels,South Australia
1998,brown_coal [pj],,consumption_of_fuels,South Australia
1999,brown_coal [pj],,consumption_of_fuels,South Australia
2000,brown_coal [pj],,consumption_of_fuels,South Australia
2001,brown_coal [pj],,consumption_of_fuels,South Australia
2002,brown_coal [pj],78.943,consumption_of_fuels,South Australia
2003,brown_coal [pj],85.711,consumption_of_fuels,South Australia
2004,brown_coal [pj],80.51,consumption_of_fuels,South Australia
2005,brown_coal [pj],79.218,consumption_of_fuels,South Australia
2006,brown_coal [pj],86.401,consumption_of_fuels,South Australia
2007,brown_coal [pj],83.026,consumption_of_fuels,South Australia
2008,brown_coal [pj],81.51,consumption_of_fuels,South Australia
2009,brown_coal [pj],81.821,consumption_of_fuels,South Australia
2010,brown_coal [pj],75.022,consumption_of_fuels,South Australia
2011,brown_coal [pj],61.146,consumption_of_fuels,South Australia
2012,brown_coal [pj],53.738,consumption_of_fuels,South Australia
2013,brown_coal [pj],49.722,consumption_of_fuels,South Australia
2014,brown_coal [pj],56.608,consumption_of_fuels,South Australia
2015,brown_coal [pj],55.477,consumption_of_fuels,South Australia
2016,brown_coal [pj],,consumption_of_fuels,South Australia
2017,brown_coal [pj],,consumption_of_fuels,South Australia
2018,brown_coal [pj],,consumption_of_fuels,South Australia
2019,brown_coal [pj],,consumption_of_fuels,South Australia
2020,brown_coal [pj],,consumption_of_fuels,South Australia
2021,brown_coal [pj],,consumption_of_fuels,South Australia
2022,brown_coal [pj],,consumption_of_fuels,South Australia
,brown_coal [pj],,consumption_of_fuels,South Australia
,brown_coal [pj],,consumption_of_fuels,South Australia
,brown_coal [pj],,consumption_of_fuels,South Australia
,brown_coal [pj],,consumption_of_fuels,South Australia
,brown_coal [pj],,consumption_of_fuels,South Australia
,brown_coal [pj],,consumption_of_fuels,South Australia
,brown_coal [pj],,consumption_of_fuels,South Australia
,brown_coal [pj],,consumption_of_fuels,South Australia
,brown_coal [pj],,consumption_of_fuels,South Australia
1960,coke [pj],,consumption_of_fuels,South Australia
1961,coke [pj],,consumption_of_fuels,South Australia
1962,coke [pj],,consumption_of_fuels,South Australia
1963,coke [pj],,consumption_of_fuels,South Australia
1964,coke [pj],,consumption_of_fuels,South Australia
1965,coke [pj],,consumption_of_fuels,South Australia
1966,coke [pj],,consumption_of_fuels,South Australia
1967,coke [pj],,consumption_of_fuels,South Australia
1968,coke [pj],,consumption_of_fuels,South Australia
1969,coke [pj],,consumption_of_fuels,South Australia
1970,coke [pj],,consumption_of_fuels,South Australia
1971,coke [pj],,consumption_of_fuels,South Australia
1972,coke [pj],,consumption_of_fuels,South Australia
1973,coke [pj],,consumption_of_fuels,South Australia
1974,coke [pj],,consumption_of_fuels,South Australia
1975,coke [pj],,consumption_of_fuels,South Australia
1976,coke [pj],,consumption_of_fuels,South Australia
1977,coke [pj],,consumption_of_fuels,South Australia
1978,coke [pj],,consumption_of_fuels,South Australia
1979,coke [pj],,consumption_of_fuels,South Australia
1980,coke [pj],,consumption_of_fuels,South Australia
1981,coke [pj],,consumption_of_fuels,South Australia
1982,coke [pj],,consumption_of_fuels,South Australia
1983,coke [pj],,consumption_of_fuels,South Australia
1984,coke [pj],,consumption_of_fuels,South Australia
1985,coke [pj],,consumption_of_fuels,South Australia
1986,coke [pj],,consumption_of_fuels,South Australia
1987,coke [pj],,consumption_of_fuels,South Australia
1988,coke [pj],,consumption_of_fuels,South Australia
1989,coke [pj],,consumption_of_fuels,South Australia
1990,coke [pj],,consumption_of_fuels,South Australia
1991,coke [pj],,consumption_of_fuels,South Australia
1992,coke [pj],,consumption_of_fuels,South Australia
1993,coke [pj],,consumption_of_fuels,South Australia
1994,coke [pj],,consumption_of_fuels,South Australia
1995,coke [pj],,consumption_of_fuels,South Australia
1996,coke [pj],,consumption_of_fuels,South Australia
1997,coke [pj],,consumption_of_fuels,South Australia
1998,coke [pj],,consumption_of_fuels,South Australia
1999,coke [pj],,consumption_of_fuels,South Australia
2000,coke [pj],,consumption_of_fuels,South Australia
2001,coke [pj],,consumption_of_fuels,South Australia
2002,coke [pj],,consumption_of_fuels,South Australia
2003,coke [pj],,consumption_of_fuels,South Australia
2004,coke [pj],,consumption_of_fuels,South Australia
2005,coke [pj],,consumption_of_fuels,South Australia
2006,coke [pj],,consumption_of_fuels,South Australia
2007,coke [pj],,consumption_of_fuels,South Australia
2008,coke [pj],,consumption_of_fuels,South Australia
2009,coke [pj],,consumption_of_fuels,South Australia
2010,coke [pj],,consumption_of_fuels,South Australia
2011,coke [pj],,consumption_of_fuels,South Australia
2012,coke [pj],,consumption_of_fuels,South Australia
2013,coke [pj],,consumption_of_fuels,South Australia
2014,coke [pj],,consumption_of_fuels,South Australia
2015,coke [pj],,consumption_of_fuels,South Australia
2016,coke [pj],,consumption_of_fuels,South Australia
2017,coke [pj],,consumption_of_fuels,South Australia
2018,coke [pj],,consumption_of_fuels,South Australia
2019,coke [pj],,consumption_of_fuels,South Australia
2020,coke [pj],,consumption_of_fuels,South Australia
2021,coke [pj],,consumption_of_fuels,South Australia
2022,coke [pj],,consumption_of_fuels,South Australia
,coke [pj],,consumption_of_fuels,South Australia
,coke [pj],,consumption_of_fuels,South Australia
,coke [pj],,consumption_of_fuels,South Australia
,coke [pj],,consumption_of_fuels,South Australia
,coke [pj],,consumption_of_fuels,South Australia
,coke [pj],,consumption_of_fuels,South Australia
,coke [pj],,consumption_of_fuels,South Australia
,coke [pj],,consumption_of_fuels,South Australia
,coke [pj],,consumption_of_fuels,South Australia
1960,coal_by_products [pj],,consumption_of_fuels,South Australia
1961,coal_by_products [pj],,consumption_of_fuels,South Australia
1962,coal_by_products [pj],,consumption_of_fuels,South Australia
1963,coal_by_products [pj],,consumption_of_fuels,South Australia
1964,coal_by_products [pj],,consumption_of_fuels,South Australia
1965,coal_by_products [pj],,consumption_of_fuels,South Australia
1966,coal_by_products [pj],,consumption_of_fuels,South Australia
