fuel_name,year,generation,unit,state,type
,2011,,gwh,Queensland,non-renewable
"Bagasse, wood",2011,1005.6,gwh,Queensland,renewable
Biogas,2011,119.2,gwh,Queensland,renewable
Wind,2011,27.7,gwh,Queensland,renewable
Hydro,2011,723.2,gwh,Queensland,renewable
Large-scale solar PV,2011,,gwh,Queensland,renewable
Small-scale solar PV,2011,760.3,gwh,Queensland,renewable
Geothermal,2011,0.5,gwh,Queensland,renewable
,2011,,gwh,Queensland,renewable
,2011,,gwh,Queensland,renewable
Black coal,2012,44415.6,gwh,Queensland,non-renewable
Brown coal,2012,,gwh,Queensland,non-renewable
Natural gas,2012,13909.5,gwh,Queensland,non-renewable
Oil products,2012,1042.6,gwh,Queensland,non-renewable
Other a,2012,,gwh,Queensland,non-renewable
,2012,,gwh,Queensland,non-renewable
"Bagasse, wood",2012,1117.8,gwh,Queensland,renewable
Biogas,2012,121.4,gwh,Queensland,renewable
Wind,2012,30.7,gwh,Queensland,renewable
Hydro,2012,684.1,gwh,Queensland,renewable
Large-scale solar PV,2012,,gwh,Queensland,renewable
Small-scale solar PV,2012,1310.2,gwh,Queensland,renewable
Geothermal,2012,0.5,gwh,Queensland,renewable
,2012,,gwh,Queensland,renewable
,2012,,gwh,Queensland,renewable
Black coal,2013,40260.7,gwh,Queensland,non-renewable
Brown coal,2013,,gwh,Queensland,non-renewable
Natural gas,2013,15454.3,gwh,Queensland,non-renewable
Oil products,2013,959.5,gwh,Queensland,non-renewable
Other a,2013,,gwh,Queensland,non-renewable
,2013,,gwh,Queensland,non-renewable
"Bagasse, wood",2013,1403.0,gwh,Queensland,renewable
Biogas,2013,82.8,gwh,Queensland,renewable
Wind,2013,33.7,gwh,Queensland,renewable
Hydro,2013,820.9,gwh,Queensland,renewable
Large-scale solar PV,2013,4.013,gwh,Queensland,renewable
Small-scale solar PV,2013,1460.552,gwh,Queensland,renewable
Geothermal,2013,0.5,gwh,Queensland,renewable
,2013,,gwh,Queensland,renewable
,2013,,gwh,Queensland,renewable
Black coal,2014,44553.8,gwh,Queensland,non-renewable
Brown coal,2014,,gwh,Queensland,non-renewable
Natural gas,2014,18248.5,gwh,Queensland,non-renewable
Oil products,2014,1197.2,gwh,Queensland,non-renewable
Other a,2014,,gwh,Queensland,non-renewable
,2014,,gwh,Queensland,non-renewable
"Bagasse, wood",2014,1550.3,gwh,Queensland,renewable
Biogas,2014,91.1,gwh,Queensland,renewable
Wind,2014,32.4925,gwh,Queensland,renewable
Hydro,2014,649.1,gwh,Queensland,renewable
Large-scale solar PV,2014,5.928,gwh,Queensland,renewable
Small-scale solar PV,2014,1788.021,gwh,Queensland,renewable
Geothermal,2014,0.6,gwh,Queensland,renewable
,2014,,gwh,Queensland,renewable
,2014,,gwh,Queensland,renewable
Black coal,2015,48015.845,gwh,Queensland,non-renewable
Brown coal,2015,,gwh,Queensland,non-renewable
Natural gas,2015,13816.933,gwh,Queensland,non-renewable
Oil products,2015,1199.072,gwh,Queensland,non-renewable
Other a,2015,,gwh,Queensland,non-renewable
,2015,,gwh,Queensland,non-renewable
"Bagasse, wood",2015,1656.281,gwh,Queensland,renewable
Biogas,2015,115.483,gwh,Queensland,renewable
Wind,2015,28.4055555555556,gwh,Queensland,renewable
Hydro,2015,491.722,gwh,Queensland,renewable
Large-scale solar PV,2015,7.325,gwh,Queensland,renewable
Small-scale solar PV,2015,2055.85,gwh,Queensland,renewable
Geothermal,2015,0.215,gwh,Queensland,renewable
,2015,,gwh,Queensland,renewable
,2015,,gwh,Queensland,renewable
Black coal,2016,51042.6637392153,gwh,Queensland,non-renewable
Brown coal,2016,,gwh,Queensland,non-renewable
Natural gas,2016,12236.5487725212,gwh,Queensland,non-renewable
Oil products,2016,1215.9397465272,gwh,Queensland,non-renewable
Other a,2016,,gwh,Queensland,non-renewable
,2016,,gwh,Queensland,non-renewable
"Bagasse, wood",2016,1291.76734625006,gwh,Queensland,renewable
Biogas,2016,118.268662622851,gwh,Queensland,renewable
Wind,2016,28.961967614,gwh,Queensland,renewable
Hydro,2016,672.206371098,gwh,Queensland,renewable
Large-scale solar PV,2016,34.087,gwh,Queensland,renewable
Small-scale solar PV,2016,2335.873,gwh,Queensland,renewable
Geothermal,2016,0.501667068,gwh,Queensland,renewable
,2016,,gwh,Queensland,renewable
,2016,,gwh,Queensland,renewable
Black coal,2017,53635.2669681096,gwh,Queensland,non-renewable
Brown coal,2017,,gwh,Queensland,non-renewable
Natural gas,2017,11045.5267152937,gwh,Queensland,non-renewable
Oil products,2017,1047.66057910791,gwh,Queensland,non-renewable
Other a,2017,,gwh,Queensland,non-renewable
,2017,,gwh,Queensland,non-renewable
"Bagasse, wood",2017,1252.89676491597,gwh,Queensland,renewable
Biogas,2017,126.496208354662,gwh,Queensland,renewable
Wind,2017,30.2741666666667,gwh,Queensland,renewable
Hydro,2017,646.115277777778,gwh,Queensland,renewable
Large-scale solar PV,2017,171.467,gwh,Queensland,renewable
Small-scale solar PV,2017,2760.859,gwh,Queensland,renewable
Geothermal,2017,,gwh,Queensland,renewable
,2017,,gwh,Queensland,renewable
,2017,,gwh,Queensland,renewable
Black coal,2018,52120.6235734207,gwh,Queensland,non-renewable
Brown coal,2018,,gwh,Queensland,non-renewable
Natural gas,2018,9933.91853208536,gwh,Queensland,non-renewable
Oil products,2018,1000.58543967341,gwh,Queensland,non-renewable
Other a,2018,,gwh,Queensland,non-renewable
,2018,,gwh,Queensland,non-renewable
"Bagasse, wood",2018,1157.93668403081,gwh,Queensland,renewable
Biogas,2018,175.075,gwh,Queensland,renewable
Wind,2018,399.139166666667,gwh,Queensland,renewable
Hydro,2018,1057.30555555556,gwh,Queensland,renewable
Large-scale solar PV,2018,1491.654,gwh,Queensland,renewable
Small-scale solar PV,2018,3330.242,gwh,Queensland,renewable
Geothermal,2018,,gwh,Queensland,renewable
,2018,,gwh,Queensland,renewable
,2018,,gwh,Queensland,renewable
Black coal,2019,48568.9094961042,gwh,Queensland,non-renewable
Brown coal,2019,,gwh,Queensland,non-renewable
Natural gas,2019,11214.1104482164,gwh,Queensland,non-renewable
Oil products,2019,983.729032075119,gwh,Queensland,non-renewable
Other a,2019,,gwh,Queensland,non-renewable
,2019,,gwh,Queensland,non-renewable
"Bagasse, wood",2019,1029.76778559949,gwh,Queensland,renewable
Biogas,2019,189.206666666667,gwh,Queensland,renewable
Wind,2019,927.890286592778,gwh,Queensland,renewable
Hydro,2019,634.6225,gwh,Queensland,renewable
Large-scale solar PV,2019,3334.52029293667,gwh,Queensland,renewable
Small-scale solar PV,2019,4120.23748456517,gwh,Queensland,renewable
Geothermal,2019,,gwh,Queensland,renewable
,2019,,gwh,Queensland,renewable
,2019,,gwh,Queensland,renewable
Black coal,2020,46248.1882174174,gwh,Queensland,non-renewable
Brown coal,2020,,gwh,Queensland,non-renewable
Natural gas,2020,10324.408140838,gwh,Queensland,non-renewable
Oil products,2020,1034.93196680528,gwh,Queensland,non-renewable
Other a,2020,,gwh,Queensland,non-renewable
,2020,,gwh,Queensland,non-renewable
"Bagasse, wood",2020,1076.40192619584,gwh,Queensland,renewable
Biogas,2020,198.521817196722,gwh,Queensland,renewable
Wind,2020,1826.04388888889,gwh,Queensland,renewable
Hydro,2020,950.1975,gwh,Queensland,renewable
Large-scale solar PV,2020,3395.78,gwh,Queensland,renewable
Small-scale solar PV,2020,5160.9287146,gwh,Queensland,renewable
Geothermal,2020,,gwh,Queensland,renewable
,2020,,gwh,Queensland,renewable
,2020,,gwh,Queensland,renewable
Black coal,2021,44460.8977366407,gwh,Queensland,non-renewable
Brown coal,2021,,gwh,Queensland,non-renewable
Natural gas,2021,9505.38572853108,gwh,Queensland,non-renewable
Oil products,2021,1098.30537338787,gwh,Queensland,non-renewable
Other a,2021,,gwh,Queensland,non-renewable
,2021,,gwh,Queensland,non-renewable
"Bagasse, wood",2021,990.27402269366,gwh,Queensland,renewable
Biogas,2021,223.490833333333,gwh,Queensland,renewable
Wind,2021,1850.12805555556,gwh,Queensland,renewable
Hydro,2021,1118.89944444444,gwh,Queensland,renewable
Large-scale solar PV,2021,3766.08341653222,gwh,Queensland,renewable
Small-scale solar PV,2021,6219.64738903483,gwh,Queensland,renewable
Geothermal,2021,,gwh,Queensland,renewable
,2021,,gwh,Queensland,renewable
,2021,,gwh,Queensland,renewable
Black coal,2022,43230.7656315238,gwh,Queensland,non-renewable
Brown coal,2022,,gwh,Queensland,non-renewable
Natural gas,2022,9113.59793881746,gwh,Queensland,non-renewable
Oil products,2022,1235.3016483641434,gwh,Queensland,non-renewable
Other a,2022,,gwh,Queensland,non-renewable
,2022,,gwh,Queensland,non-renewable
"Bagasse, wood",2022,913.85672552305,gwh,Queensland,renewable
Biogas,2022,256.128326227684,gwh,Queensland,renewable
Wind,2022,2124.83861111111,gwh,Queensland,renewable
Hydro,2022,1244.08638888889,gwh,Queensland,renewable
Large-scale solar PV,2022,5405.55752,gwh,Queensland,renewable
Small-scale solar PV,2022,7214.829352,gwh,Queensland,renewable
Geothermal,2022,,gwh,Queensland,renewable
,2022,,gwh,Queensland,renewable
,2022,,gwh,Queensland,renewable
Black coal,2008,8738.0,gwh,Western Australia,non-renewable
Brown coal,2008,,gwh,Western Australia,non-renewable
Natural gas,2008,14556.1,gwh,Western Australia,non-renewable
Oil products,2008,1464.4,gwh,Western Australia,non-renewable
Other a,2008,,gwh,Western Australia,non-renewable
,2008,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2008,,gwh,Western Australia,renewable
Biogas,2008,119.6,gwh,Western Australia,renewable
Wind,2008,675.1,gwh,Western Australia,renewable
Hydro,2008,,gwh,Western Australia,renewable
Large-scale solar PV,2008,,gwh,Western Australia,renewable
Small-scale solar PV,2008,18.7,gwh,Western Australia,renewable
Geothermal,2008,,gwh,Western Australia,renewable
,2008,,gwh,Western Australia,renewable
,2008,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2008,,gwh,Western Australia,renewable
Black coal,2009,9612.2,gwh,Western Australia,non-renewable
Brown coal,2009,,gwh,Western Australia,non-renewable
Natural gas,2009,16006.3,gwh,Western Australia,non-renewable
Oil products,2009,1373.4,gwh,Western Australia,non-renewable
Other a,2009,,gwh,Western Australia,non-renewable
,2009,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2009,,gwh,Western Australia,renewable
Biogas,2009,121.2,gwh,Western Australia,renewable
Wind,2009,664.0,gwh,Western Australia,renewable
Hydro,2009,,gwh,Western Australia,renewable
Large-scale solar PV,2009,,gwh,Western Australia,renewable
Small-scale solar PV,2009,57.5,gwh,Western Australia,renewable
Geothermal,2009,,gwh,Western Australia,renewable
,2009,,gwh,Western Australia,renewable
,2009,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2009,,gwh,Western Australia,renewable
Black coal,2010,10352.3,gwh,Western Australia,non-renewable
Brown coal,2010,,gwh,Western Australia,non-renewable
Natural gas,2010,18115.7,gwh,Western Australia,non-renewable
Oil products,2010,1413.8,gwh,Western Australia,non-renewable
Other a,2010,,gwh,Western Australia,non-renewable
,2010,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2010,,gwh,Western Australia,renewable
Biogas,2010,111.7,gwh,Western Australia,renewable
Wind,2010,719.3,gwh,Western Australia,renewable
Hydro,2010,,gwh,Western Australia,renewable
Large-scale solar PV,2010,,gwh,Western Australia,renewable
Small-scale solar PV,2010,198.1,gwh,Western Australia,renewable
Geothermal,2010,,gwh,Western Australia,renewable
,2010,,gwh,Western Australia,renewable
,2010,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2010,,gwh,Western Australia,renewable
Black coal,2011,10783.3,gwh,Western Australia,non-renewable
Brown coal,2011,,gwh,Western Australia,non-renewable
Natural gas,2011,17538.3,gwh,Western Australia,non-renewable
Oil products,2011,1171.2,gwh,Western Australia,non-renewable
Other a,2011,,gwh,Western Australia,non-renewable
,2011,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2011,,gwh,Western Australia,renewable
Biogas,2011,125.7,gwh,Western Australia,renewable
Wind,2011,1278.7,gwh,Western Australia,renewable
Hydro,2011,,gwh,Western Australia,renewable
Large-scale solar PV,2011,,gwh,Western Australia,renewable
Small-scale solar PV,2011,331.4,gwh,Western Australia,renewable
Geothermal,2011,,gwh,Western Australia,renewable
,2011,,gwh,Western Australia,renewable
,2011,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2011,,gwh,Western Australia,renewable
Black coal,2012,10276.9,gwh,Western Australia,non-renewable
Brown coal,2012,,gwh,Western Australia,non-renewable
Natural gas,2012,17645.1,gwh,Western Australia,non-renewable
Oil products,2012,2045.0,gwh,Western Australia,non-renewable
Other a,2012,,gwh,Western Australia,non-renewable
,2012,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2012,,gwh,Western Australia,renewable
Biogas,2012,108.3,gwh,Western Australia,renewable
Wind,2012,1300.2,gwh,Western Australia,renewable
Hydro,2012,221.3,gwh,Western Australia,renewable
Large-scale solar PV,2012,,gwh,Western Australia,renewable
Small-scale solar PV,2012,449.5,gwh,Western Australia,renewable
Geothermal,2012,,gwh,Western Australia,renewable
,2012,,gwh,Western Australia,renewable
,2012,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2012,,gwh,Western Australia,renewable
Black coal,2013,10885.3,gwh,Western Australia,non-renewable
Brown coal,2013,,gwh,Western Australia,non-renewable
Natural gas,2013,20880.0,gwh,Western Australia,non-renewable
Oil products,2013,2486.1,gwh,Western Australia,non-renewable
Other a,2013,,gwh,Western Australia,non-renewable
,2013,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2013,,gwh,Western Australia,renewable
Biogas,2013,124.0,gwh,Western Australia,renewable
Wind,2013,1578.8,gwh,Western Australia,renewable
Hydro,2013,205.4,gwh,Western Australia,renewable
Large-scale solar PV,2013,24.137,gwh,Western Australia,renewable
Small-scale solar PV,2013,495.849,gwh,Western Australia,renewable
Geothermal,2013,,gwh,Western Australia,renewable
,2013,,gwh,Western Australia,renewable
,2013,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2013,,gwh,Western Australia,renewable
Black coal,2014,10523.4,gwh,Western Australia,non-renewable
Brown coal,2014,,gwh,Western Australia,non-renewable
Natural gas,2014,20412.804,gwh,Western Australia,non-renewable
Oil products,2014,4223.5,gwh,Western Australia,non-renewable
Other a,2014,,gwh,Western Australia,non-renewable
,2014,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2014,,gwh,Western Australia,renewable
Biogas,2014,126.9,gwh,Western Australia,renewable
Wind,2014,1643.2,gwh,Western Australia,renewable
Hydro,2014,206.1,gwh,Western Australia,renewable
Large-scale solar PV,2014,23.884,gwh,Western Australia,renewable
Small-scale solar PV,2014,622.13,gwh,Western Australia,renewable
Geothermal,2014,,gwh,Western Australia,renewable
,2014,,gwh,Western Australia,renewable
,2014,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2014,,gwh,Western Australia,renewable
Black coal,2015,10912.688,gwh,Western Australia,non-renewable
Brown coal,2015,,gwh,Western Australia,non-renewable
Natural gas,2015,21899.573,gwh,Western Australia,non-renewable
Oil products,2015,3347.388,gwh,Western Australia,non-renewable
Other a,2015,,gwh,Western Australia,non-renewable
,2015,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2015,,gwh,Western Australia,renewable
Biogas,2015,94.55,gwh,Western Australia,renewable
Wind,2015,1476.45777777778,gwh,Western Australia,renewable
Hydro,2015,217.028,gwh,Western Australia,renewable
Large-scale solar PV,2015,28.349,gwh,Western Australia,renewable
Small-scale solar PV,2015,760.766,gwh,Western Australia,renewable
Geothermal,2015,,gwh,Western Australia,renewable
,2015,,gwh,Western Australia,renewable
,2015,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2015,,gwh,Western Australia,renewable
Black coal,2016,11226.1560795305,gwh,Western Australia,non-renewable
Brown coal,2016,,gwh,Western Australia,non-renewable
Natural gas,2016,22941.4025759463,gwh,Western Australia,non-renewable
Oil products,2016,2883.48210551917,gwh,Western Australia,non-renewable
Other a,2016,,gwh,Western Australia,non-renewable
,2016,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2016,,gwh,Western Australia,renewable
Biogas,2016,183.21758750668,gwh,Western Australia,renewable
Wind,2016,1616.678237786,gwh,Western Australia,renewable
Hydro,2016,212.622114542,gwh,Western Australia,renewable
Large-scale solar PV,2016,34.261,gwh,Western Australia,renewable
Small-scale solar PV,2016,941.132,gwh,Western Australia,renewable
Geothermal,2016,,gwh,Western Australia,renewable
,2016,,gwh,Western Australia,renewable
,2016,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2016,,gwh,Western Australia,renewable
Black coal,2017,11031.872283278,gwh,Western Australia,non-renewable
Brown coal,2017,,gwh,Western Australia,non-renewable
Natural gas,2017,24789.0933923277,gwh,Western Australia,non-renewable
Oil products,2017,2166.51442648594,gwh,Western Australia,non-renewable
Other a,2017,,gwh,Western Australia,non-renewable
,2017,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2017,,gwh,Western Australia,renewable
Biogas,2017,141.107405080373,gwh,Western Australia,renewable
Wind,2017,1586.985,gwh,Western Australia,renewable
Hydro,2017,220.786666666667,gwh,Western Australia,renewable
Large-scale solar PV,2017,45.608,gwh,Western Australia,renewable
Small-scale solar PV,2017,1196.428,gwh,Western Australia,renewable
Geothermal,2017,,gwh,Western Australia,renewable
,2017,,gwh,Western Australia,renewable
,2017,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2017,,gwh,Western Australia,renewable
Black coal,2018,9953.96016349975,gwh,Western Australia,non-renewable
Brown coal,2018,,gwh,Western Australia,non-renewable
Natural gas,2018,25778.3137892926,gwh,Western Australia,non-renewable
Oil products,2018,2417.85503893351,gwh,Western Australia,non-renewable
Other a,2018,,gwh,Western Australia,non-renewable
,2018,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2018,,gwh,Western Australia,renewable
Biogas,2018,131.335441726397,gwh,Western Australia,renewable
Wind,2018,1851.15222222222,gwh,Western Australia,renewable
Hydro,2018,217.009444444444,gwh,Western Australia,renewable
Large-scale solar PV,2018,74.523,gwh,Western Australia,renewable
Small-scale solar PV,2018,1486.69,gwh,Western Australia,renewable
Geothermal,2018,,gwh,Western Australia,renewable
,2018,,gwh,Western Australia,renewable
,2018,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2018,,gwh,Western Australia,renewable
Black coal,2019,9725.24255643053,gwh,Western Australia,non-renewable
Brown coal,2019,,gwh,Western Australia,non-renewable
Natural gas,2019,26918.5510622197,gwh,Western Australia,non-renewable
Oil products,2019,2301.72249790438,gwh,Western Australia,non-renewable
Other a,2019,,gwh,Western Australia,non-renewable
,2019,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2019,,gwh,Western Australia,renewable
Biogas,2019,112.444035000567,gwh,Western Australia,renewable
Wind,2019,2122.54037033333,gwh,Western Australia,renewable
Hydro,2019,205.525277777778,gwh,Western Australia,renewable
Large-scale solar PV,2019,174.720423111111,gwh,Western Australia,renewable
Small-scale solar PV,2019,1835.29193431875,gwh,Western Australia,renewable
Geothermal,2019,,gwh,Western Australia,renewable
,2019,,gwh,Western Australia,renewable
,2019,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2019,,gwh,Western Australia,renewable
Black coal,2020,9212.41311052708,gwh,Western Australia,non-renewable
Brown coal,2020,,gwh,Western Australia,non-renewable
Natural gas,2020,25680.3334672147,gwh,Western Australia,non-renewable
Oil products,2020,2458.25787145283,gwh,Western Australia,non-renewable
Other a,2020,,gwh,Western Australia,non-renewable
,2020,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2020,,gwh,Western Australia,renewable
Biogas,2020,110.793538472069,gwh,Western Australia,renewable
Wind,2020,3140.45833333333,gwh,Western Australia,renewable
Hydro,2020,127.961944444444,gwh,Western Australia,renewable
Large-scale solar PV,2020,486.59,gwh,Western Australia,renewable
Small-scale solar PV,2020,2298.47351663,gwh,Western Australia,renewable
Geothermal,2020,,gwh,Western Australia,renewable
,2020,,gwh,Western Australia,renewable
,2020,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2020,,gwh,Western Australia,renewable
Black coal,2021,9656.46487314018,gwh,Western Australia,non-renewable
Brown coal,2021,,gwh,Western Australia,non-renewable
Natural gas,2021,25314.1658025008,gwh,Western Australia,non-renewable
Oil products,2021,2197.60829241286,gwh,Western Australia,non-renewable
Other a,2021,,gwh,Western Australia,non-renewable
,2021,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2021,,gwh,Western Australia,renewable
Biogas,2021,119.250389059462,gwh,Western Australia,renewable
Wind,2021,3676.72681422222,gwh,Western Australia,renewable
Hydro,2021,76.475,gwh,Western Australia,renewable
Large-scale solar PV,2021,745.489376216667,gwh,Western Australia,renewable
Small-scale solar PV,2021,2763.10387203433,gwh,Western Australia,renewable
Geothermal,2021,,gwh,Western Australia,renewable
,2021,,gwh,Western Australia,renewable
,2021,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2021,,gwh,Western Australia,renewable
Black coal,2022,7340.32434999068,gwh,Western Australia,non-renewable
Brown coal,2022,,gwh,Western Australia,non-renewable
Natural gas,2022,27302.9946799759,gwh,Western Australia,non-renewable
Oil products,2022,2197.93171114307,gwh,Western Australia,non-renewable
Other a,2022,,gwh,Western Australia,non-renewable
,2022,,gwh,Western Australia,non-renewable
"Bagasse, wood b",2022,,gwh,Western Australia,renewable
Biogas,2022,119.960425872043,gwh,Western Australia,renewable
Wind,2022,3378.64916666667,gwh,Western Australia,renewable
Hydro,2022,71.3155555555556,gwh,Western Australia,renewable
Large-scale solar PV,2022,907.6697,gwh,Western Australia,renewable
Small-scale solar PV,2022,3159.367828,gwh,Western Australia,renewable
Geothermal,2022,,gwh,Western Australia,renewable
,2022,,gwh,Western Australia,renewable
,2022,,gwh,Western Australia,renewable
"b Bagasse, wood generation is included with biogas generation for confidentiality reasons.",2022,,gwh,Western Australia,renewable
Black coal,2008,,gwh,South Australia,non-renewable
Brown coal,2008,4887.4,gwh,South Australia,non-renewable
Natural gas,2008,7371.4,gwh,South Australia,non-renewable
Oil products,2008,63.2,gwh,South Australia,non-renewable
Other a,2008,,gwh,South Australia,non-renewable
,2008,,gwh,South Australia,non-renewable
"Bagasse, wood",2008,,gwh,South Australia,renewable
Biogas,2008,86.1,gwh,South Australia,renewable
Wind,2008,2020.2,gwh,South Australia,renewable
Hydro,2008,4.1,gwh,South Australia,renewable
Large-scale solar PV,2008,,gwh,South Australia,renewable
Small-scale solar PV,2008,23.4,gwh,South Australia,renewable
Geothermal,2008,,gwh,South Australia,renewable
,2008,,gwh,South Australia,renewable
,2008,,gwh,South Australia,renewable
Black coal,2009,,gwh,South Australia,non-renewable
Brown coal,2009,4526.6,gwh,South Australia,non-renewable
Natural gas,2009,6937.0,gwh,South Australia,non-renewable
Oil products,2009,163.9,gwh,South Australia,non-renewable
Other a,2009,,gwh,South Australia,non-renewable
,2009,,gwh,South Australia,non-renewable
"Bagasse, wood",2009,,gwh,South Australia,renewable
Biogas,2009,85.5,gwh,South Australia,renewable
Wind,2009,2029.0,gwh,South Australia,renewable
Hydro,2009,4.2,gwh,South Australia,renewable
Large-scale solar PV,2009,,gwh,South Australia,renewable
Small-scale solar PV,2009,50.7,gwh,South Australia,renewable
Geothermal,2009,,gwh,South Australia,renewable
,2009,,gwh,South Australia,renewable
,2009,,gwh,South Australia,renewable
Black coal,2010,,gwh,South Australia,non-renewable
Brown coal,2010,4231.6,gwh,South Australia,non-renewable
Natural gas,2010,6693.1,gwh,South Australia,non-renewable
Oil products,2010,89.3,gwh,South Australia,non-renewable
Other a,2010,,gwh,South Australia,non-renewable
,2010,,gwh,South Australia,non-renewable
"Bagasse, wood",2010,,gwh,South Australia,renewable
Biogas,2010,77.8,gwh,South Australia,renewable
Wind,2010,2890.3,gwh,South Australia,renewable
Hydro,2010,4.1,gwh,South Australia,renewable
Large-scale solar PV,2010,,gwh,South Australia,renewable
Small-scale solar PV,2010,182.8,gwh,South Australia,renewable
Geothermal,2010,,gwh,South Australia,renewable
,2010,,gwh,South Australia,renewable
,2010,,gwh,South Australia,renewable
Black coal,2011,,gwh,South Australia,non-renewable
Brown coal,2011,3008.0,gwh,South Australia,non-renewable
Natural gas,2011,6703.2,gwh,South Australia,non-renewable
Oil products,2011,97.8,gwh,South Australia,non-renewable
Other a,2011,,gwh,South Australia,non-renewable
,2011,,gwh,South Australia,non-renewable
"Bagasse, wood",2011,,gwh,South Australia,renewable
Biogas,2011,70.6,gwh,South Australia,renewable
Wind,2011,3126.52757713889,gwh,South Australia,renewable
Hydro,2011,4.4,gwh,South Australia,renewable
Large-scale solar PV,2011,,gwh,South Australia,renewable
Small-scale solar PV,2011,398.1,gwh,South Australia,renewable
Geothermal,2011,,gwh,South Australia,renewable
,2011,,gwh,South Australia,renewable
,2011,,gwh,South Australia,renewable
Black coal,2012,,gwh,South Australia,non-renewable
Brown coal,2012,2237.5,gwh,South Australia,non-renewable
Natural gas,2012,7060.9,gwh,South Australia,non-renewable
Oil products,2012,141.0,gwh,South Australia,non-renewable
Other a,2012,,gwh,South Australia,non-renewable
,2012,,gwh,South Australia,non-renewable
"Bagasse, wood",2012,,gwh,South Australia,renewable
Biogas,2012,72.6,gwh,South Australia,renewable
Wind,2012,3313.5,gwh,South Australia,renewable
Hydro,2012,5.9,gwh,South Australia,renewable
Large-scale solar PV,2012,,gwh,South Australia,renewable
Small-scale solar PV,2012,558.6,gwh,South Australia,renewable
Geothermal,2012,,gwh,South Australia,renewable
,2012,,gwh,South Australia,renewable
,2012,,gwh,South Australia,renewable
Black coal,2013,,gwh,South Australia,non-renewable
Brown coal,2013,2098.5,gwh,South Australia,non-renewable
Natural gas,2013,5998.1,gwh,South Australia,non-renewable
Oil products,2013,106.9,gwh,South Australia,non-renewable
Other a,2013,,gwh,South Australia,non-renewable
,2013,,gwh,South Australia,non-renewable
"Bagasse, wood",2013,,gwh,South Australia,renewable
Biogas,2013,80.9,gwh,South Australia,renewable
Wind,2013,4150.33722222222,gwh,South Australia,renewable
Hydro,2013,5.9,gwh,South Australia,renewable
Large-scale solar PV,2013,1.385,gwh,South Australia,renewable
Small-scale solar PV,2013,677.943,gwh,South Australia,renewable
Geothermal,2013,,gwh,South Australia,renewable
,2013,,gwh,South Australia,renewable
,2013,,gwh,South Australia,renewable
Black coal,2014,,gwh,South Australia,non-renewable
Brown coal,2014,2633.6,gwh,South Australia,non-renewable
Natural gas,2014,5003.849,gwh,South Australia,non-renewable
Oil products,2014,197.3,gwh,South Australia,non-renewable
Other a,2014,,gwh,South Australia,non-renewable
,2014,,gwh,South Australia,non-renewable
"Bagasse, wood",2014,,gwh,South Australia,renewable
Biogas,2014,84.9,gwh,South Australia,renewable
Wind,2014,4291.90138888889,gwh,South Australia,renewable
Hydro,2014,10.8,gwh,South Australia,renewable
Large-scale solar PV,2014,1.722,gwh,South Australia,renewable
Small-scale solar PV,2014,802.239,gwh,South Australia,renewable
Geothermal,2014,,gwh,South Australia,renewable
,2014,,gwh,South Australia,renewable
,2014,,gwh,South Australia,renewable
Black coal,2015,,gwh,South Australia,non-renewable
Brown coal,2015,2593.675,gwh,South Australia,non-renewable
Natural gas,2015,4956.027,gwh,South Australia,non-renewable
